"","CITY_DEST_NAME","STATE_DEST_CD"
"7744","VILLANONVA","PA"
"7745","MEDEA","CA"
"7746","SEBASTGIO","CA"
"7747","WINDSOR","MD"
"7748","EVANSTON","FL"
"7749","AUGUSTA-BUSH FIEL","CA"
"7750","BALLWIN","MT"
"7751","SAN CLEMENTE","TX"
"7752","BERKS","PA"
"7753","WAVES","WI"
"7754","CASCO","MN"
"7755","SPRINGFIELD","CA"
"7756","OAKLEY","GA"
"7757","BROOKS","TX"
"7758","MISSISSIPPI STATE","MS"
"7759","WHITEVILLE","TN"
"7760","LAKE ONWEGA","OR"
"7761","DUNFRIT","VA"
"7762","RIVIERA PARK","FL"
"7763","NEGHAM","MA"
"7764","SAN MACROS","CA"
"7765","OSSET","NY"
"7766","LA VERNE","TN"
"7767","PHILLIPS","NE"
"7768","BETHELHEM","PA"
"7769","DRIFFIED","CA"
"7770","STONEY POINT","NY"
"7771","LEWISBOURG","TN"
"7772","PAYALLUP","WA"
"7773","EDGERTOWN","WI"
"7774","COLTSNECK","NJ"
"7775","MANDERVILLE","LA"
"7776","CHARLOTTE","IL"
"7777","CAVE CRECC","AZ"
"7778","OLIVE BRANCH","TN"
"7779","HOBEN","NJ"
"7780","GRANSBORO","NC"
"7781","EXTER","NH"
"7782","CEDOR KNOLLS","NJ"
"7783","ST. HAMTRANCE","MI"
"7784","CENTER MORCHIES","NY"
"7785","SANTA HEIGHTS","CA"
"7786","HARDYSTON","NJ"
"7787","DIVIDE","CO"
"7788","FAIRMONT","ME"
"7789","IRVINE","CO"
"7790","CUSTIN","CA"
"7791","AUSTELL","CA"
"7792","PINE PLAINES","NY"
"7793","AMHERST BUFFALO","NY"
"7794","BEAVERTON","OH"
"7795","RENO","NY"
"7796","DIA RING","NJ"
"7797","ZECHENDORF","NY"
"7798","WOODLEAF","NJ"
"7799","ANATTEIN","CA"
"7800","ECTERO","FL"
"7801","LAKE MARY","IL"
"7802","BATOWN","TX"
"7803","SHARPS","GA"
"7804","EGUENE","OR"
"7805","ELVENSE","PA"
"7806","MANON","IN"
"7807","GRAND RAPIDS","IA"
"7808","MADRID","FL"
"7809","FODELSVILLE","PA"
"7810","KAI","HI"
"7811","BOTHEL","WA"
"7812","NORTH JUNCTION","IN"
"7813","FOGUEYUAIRA","CA"
"7814","BRATTEBORO","VT"
"7815","PVC BELTS SPLS","IL"
"7816","WORTHAM","TX"
"7817","ENDICATOT","CA"
"7818","HORSEHEAD","NY"
"7819","MIAMI BEACH","LA"
"7820","CRABTREE","NC"
"7821","FOOTHIL","CA"
"7822","HAWTHRONE","NJ"
"7823","NEW VERNON","NJ"
"7824","LAWRENCEVILLE","AL"
"7825","TYLER","OR"
"7826","GOBRAQTAR","MI"
"7827","NEW PORT NEWS","PA"
"7828","DANEN","CT"
"7829","MORGAN HILL","GA"
"7830","NEW ALBOMO","OH"
"7831","BOSTON","MD"
"7832","SHREWSBURY","MD"
"7833","WAREHAM","MD"
"7834","NAPLES","LA"
"7835","ALLTADENA","CA"
"7836","COSTAIC","CA"
"7837","CHARLES SUMMIT","PA"
"7838","DORANGO","CO"
"7839","CULVER CITY","NY"
"7840","TOOTON","MA"
"7841","FORT BENNING","GA"
"7842","TENNECK","NJ"
"7843","MANCHESTER","IN"
"7844","HONEYBROOK","PA"
"7845","BUDINGAME","CA"
"7846","JAMAICA","NJ"
"7847","VALERIN","PA"
"7848","FINLEY","IN"
"7849","DIAMOND COVE","ME"
"7850","BRENTONVILLE","AZ"
"7851","BRENTONVILLE","CA"
"7852","FLETCHER","NJ"
"7853","MORGAVILLE","NJ"
"7854","LIOOMIA","MI"
"7855","METHEN","MA"
"7856","OWAHOMA","MN"
"7857","MINNETOKA","MN"
"7858","YPSILANTI","ND"
"7859","JUDSON","IN"
"7860","CRAIG","AR"
"7861","FORT ATKISON","WI"
"7862","AVERTURA","FL"
"7863","BELTON","MD"
"7864","HALIFAX","CA"
"7865","PLEASANT PRAIRIE","CO"
"7866","HIALEAH GARDENS","GA"
"7867","COLFAX","NC"
"7868","SAINT GEORGE","FL"
"7869","ALINGTON","VA"
"7870","REYNOLDSBURG","NJ"
"7871","ROSSWELL","GA"
"7872","ORBERLIN","OH"
"7873","READNING","PA"
"7874","DANBURG","CT"
"7875","WAREHAM","ME"
"7876","CARS","CA"
"7877","HANNOVER","PA"
"7878","PANAMA BEACH","CA"
"7879","BALICO","CA"
"7880","LEBADON","NH"
"7881","CEDARHUST","NY"
"7882","GRIFFITH","MA"
"7883","MEADOW OF DAN","VA"
"7884","ALDEN MANOR","NY"
"7885","MARSFIELD","MA"
"7886","HAWTHRONE","CA"
"7887","PORSTMOUTH","VA"
"7888","BATON ROUGUE","LA"
"7889","ATLAMONTE SPRINGS","FL"
"7890","RIDGEPARK","NJ"
"7891","CURWENSVILLE","PA"
"7892","GIGHARBOR","WA"
"7893","ROSEMONT","FL"
"7894","EPSON","NH"
"7895","FOLK RIVER","MN"
"7896","LAIRBURN","GA"
"7897","COMPOC","CA"
"7898","RENTON","VA"
"7899","HACLKENSACK","NJ"
"7900","SUGARHILL","CA"
"7901","SPRINGS","TX"
"7902","STANDFORT","CT"
"7903","MANHASSAT","NY"
"7904","WAXAHACHIE","TN"
"7905","CAMROSE","CA"
"7906","FORT MYERS","CA"
"7907","LAKE BUENO VISTA","FL"
"7908","EPISON","NJ"
"7909","GADING","PA"
"7910","RIDELAND","VA"
"7911","DOWNER GROVE","IL"
"7912","SUNNY VALLEY","CA"
"7913","WIILOW GROVE","PA"
"7914","MONIOVIA","CA"
"7915","EIGIN","IL"
"7916","ADDDISON","IL"
"7917","WEST ST. PAUL","MN"
"7918","FORT BENNING","CA"
"7919","SNOHONISH","WA"
"7920","TARZAN","CA"
"7921","ROACKAWAY","NJ"
"7922","GATES HILLS","OH"
"7923","FREMON","CA"
"7924","HAMTRANUA","NY"
"7925","DODGEVILLE","CA"
"7926","BUCKINGHAM","IL"
"7927","ALBANY","MT"
"7928","WILLAIMSVILLE","NY"
"7929","HAYWEED","CA"
"7930","UXNRODGE","MA"
"7931","SEARCUASE","NJ"
"7932","GURUMIC","IL"
"7933","SAN GABERIEL","CA"
"7934","STEVENSVILLE","OH"
"7935","BUFALO","NY"
"7936","DELEROY BRANCH","FL"
"7937","SCHAUMBURG","CA"
"7938","CHARWORTH","CA"
"7939","MERIDAN","ID"
"7940","ELMGROVE","WI"
"7941","BELLEFONTAIN","OH"
"7942","CARDEN GROOVE","CA"
"7943","CLARKSIVE","IN"
"7944","SELMER","TN"
"7945","ROPERS","AR"
"7946","RAPIDS","WI"
"7947","ANTIACH","TN"
"7948","GREEN","NY"
"7949","KING OF PRUSSIA","NY"
"7950","SAINT SIMONS","CA"
"7951","KILL DERIE","NC"
"7952","SPRING HOCOST","PA"
"7953","BURN","WA"
"7954","FOUNTAIN VILLAGE","CA"
"7955","CANAS","WA"
"7956","WOOPS CKOSS","UT"
"7957","CAPE MAYCH","NJ"
"7958","NORTH LEHI","UT"
"7959","SOUTH PASEDENA","CA"
"7960","SAN ROMAN","CA"
"7961","LAFARGE","WI"
"7962","ALHAMDRA","CA"
"7963","BOHEMIA","CA"
"7964","ARIOS","CA"
"7965","ROCKY MOUNTAIN","NC"
"7966","ARLINGTON","KY"
"7967","SEMINOLE","OH"
"7968","TYLER-POUNDS FIEL","TX"
"7969","BENDALE","SC"
"7970","KITTANING","PA"
"7971","ROZWELL","GA"
"7972","RERSEACH TRIANGLE PARK","NC"
"7973","SEBRING","OH"
"7974","SHAKER","OH"
"7975","RICHARD","TX"
"7976","SPRINGFIELD","MD"
"7977","RUNEMMEN","NJ"
"7978","HAIKEN","HI"
"7979","MILE VALLEY","CA"
"7980","BLOOMBERG","NY"
"7981","POLSON","MN"
"7982","STONEYTOWN","VA"
"7983","GETTURY","SC"
"7984","BEAVERDOM","WI"
"7985","STATION","VA"
"7986","JACKSON-MCKELLAR","TN"
"7987","WHOPPING","NJ"
"7988","MONTECTION","CA"
"7989","NORFOLK","VI"
"7990","ESSEX FALLS","NJ"
"7991","HILL UTAH","GA"
"7992","STAFFORD","VI"
"7993","GREENWICH","IN"
"7994","PRATTS","VA"
"7995","HUSA","AR"
"7996","GARDERA","CA"
"7997","ROSE MOUNT","MN"
"7998","RUCH CITY","MN"
"7999","FOREST","VT"
"8000","RANCHO DOMINGO","CA"
"8001","LA MIRODA","CA"
"8002","WEST BEND","MN"
"8003","OLDOMAR","FL"
"8004","MELIPATAS","CA"
"8005","ROSEAU","DE"
"8006","BILLERICA","MI"
"8007","VOORHES","NJ"
"8008","DES PLAINES","IA"
"8009","CORTE MADRE","CA"
"8010","WANDO","SC"
"8011","MORRISTOWN","NC"
"8012","ENGLEWOODS","NJ"
"8013","HORSHAN","PA"
"8014","RADNAR","PA"
"8015","RONBER","TX"
"8016","SAN DIEAGO","CA"
"8017","SALTLAKE CITY","UT"
"8018","BOCKA ROTON","FL"
"8019","SON LANDA","CA"
"8020","FRIDLY","MN"
"8021","ORANGE POSH","FL"
"8022","NEW CASSEL","NY"
"8023","STOCKHOM","CA"
"8024","ELGAN","IL"
"8025","ULMHURST","NJ"
"8026","CHEETARGER","NY"
"8027","EDEN PRAIRE","MN"
"8028","FALLS CHURCH","VI"
"8029","EASTHAMPTON","NY"
"8030","ROBINS AFB","DC"
"8031","NORTH GARFIELD","NJ"
"8032","ALAERO","GA"
"8033","DENALB","NJ"
"8034","EAGUN","MN"
"8035","WSECONING","CA"
"8036","HADPERTH","NY"
"8037","HIHGLAND RANCH","CO"
"8038","IRONBOUND","NJ"
"8039","HORSHEIM","PA"
"8040","MIDDELTOWN","PA"
"8041","FARMINGTON","VT"
"8042","CARMEL HIGHLANDS","CA"
"8043","GAKARSFIELD","CA"
"8044","PFUGERVILLE","TX"
"8045","LUMPOC","CA"
"8046","COOLDETTVILEE","TN"
"8047","BROOKING","IN"
"8048","IAH","TX"
"8049","MARGATITA","CA"
"8050","BOSEWELL","OH"
"8051","CHAPAL HILL","NC"
"8052","JONESVILLE","VA"
"8053","ELMWOOD","NJ"
"8054","PROVO","CA"
"8055","CONSHOHOCHEN","PA"
"8056","RIVERIA BEACH","FL"
"8057","GERDENA","CA"
"8058","WHITE FISH","MT"
"8059","BRISTON","VA"
"8060","BLESSART HILLS","CA"
"8061","BOWLINGGREEN","KY"
"8062","GREENSTOWN","NC"
"8063","HAUPAGE","NY"
"8064","BEVERLY HEIGHTS","NJ"
"8065","TUTON BEND","NH"
"8066","PRVO","UT"
"8067","OVERTON","MI"
"8068","BACHMANVILLE","PA"
"8069","MARIETA","GA"
"8070","MORRISVILLE","TN"
"8071","CESHIRE","CT"
"8072","DUBLIN","IT"
"8073","LONGUIEW","TX"
"8074","LEHIGH","FL"
"8075","ELMURST","NY"
"8076","SANTA","NM"
"8077","CAMP LEJEUNE","NC"
"8078","CONKLINGVILLE","NY"
"8079","ANDERS","MA"
"8080","NEW YORK","VA"
"8081","SORCOCCO","NM"
"8082","FLORHAIM","NJ"
"8083","WEST WINSTOR","NY"
"8084","RUSSIA","OH"
"8085","DADELAND BOULEVARD","FL"
"8086","PLEASANT","SC"
"8087","STARVILLE","MN"
"8088","NANPA","ID"
"8089","PORTSMOUTH","OR"
"8090","MOLNTOW","AL"
"8091","NOVATIO","CA"
"8092","AMAGANCETTI","NY"
"8093","PARSIPANNY","NJ"
"8094","NEW KENINGSTON","PA"
"8095",NA,"IT"
"8096","BETHELL","WA"
"8097","LOCK PORT","NY"
"8098"," ","IT"
"8099","CRENFORD","NJ"
"8100","DACATOR","IL"
"8101","SEATTLE ","WA"
"8102","NEWBORGH","NJ"
"8103","LEESBERG","VA"
"8104","NUTUEX","NJ"
"8105","AHONBON","NJ"
"8106","SKOLIE","IN"
"8107","FARMINGTON","IL"
"8108","SERATOGA SPRINGS","UT"
"8109","SIOUX","CA"
"8110","GRANDVIEW","MT"
"8111","CATAÑO","PR"
"8112","CHESTERFIELD","MT"
"8113","WAKE FOREST","CA"
"8114","MERIOUN SATION","PA"
"8115","MUNROE","NJ"
"8116","GRAINESVILLE","VA"
"8117","CEDER RAPIDS","IA"
"8118","TRAVERSE CITY ","MI"
"8119","WANN","OK"
"8120","SABILLESVILLE","MD"
"8121","BETHEL","OH"
"8122","HANLEY FALLS","MN"
"8123","DOLAND","SD"
"8124","LEAVENSWORTH","KS"
"8125","FRANKFORD","DE"
"8126","THOMAS","OK"
"8127","MOSKOW","ID"
"8128","PISATAWAY","NJ"
"8129","EMERYTVILLE","CA"
"8130","MOUNT JULIET","IN"
"8131","SOUTH MILLS","NC"
"8132","EAGLE RIVER","AR"
"8133","CHUGIAK","AR"
"8134","FLOWERY BRANCH ","GA"
"8135","WILSON ","NC"
"8136","MCDONAUGH","GA"
"8137","WHITEPLAINS","GA"
"8138","FOSTONIA","OH"
"8139","WATER FORD","CT"
"8140","ORLANDO ","FL"
"8141","INDIANAPOLIS","MD"
"8142","CORNELIOS","NC"
"8143","GULLY","MN"
"8144","IN TRANSIT","CA"
"8145","FLUSHING ","NY"
"8146","AWBURN","MN"
"8147","LAUDERDALE BY THE SE","FL"
"8148","ARLINGTON","FL"
"8149","RIVERSIDE ","CA"
"8150","UPPER GUYNEDD","PA"
"8151","ALBIA","PA"
"8152","RIVERVALE","NJ"
"8153","PLANO ","TX"
"8154","CANDLER","FL"
"8155","TROY ","AL"
"8156","LAMONTE","MO"
"8157","PINELLAS","FL"
"8158","LANCASTER","NJ"
"8159","TAMARAK","FL"
"8160","MOON TWR","PA"
"8161","NEW LAKE ","NY"
"8162","GLENWORD","IL"
"8163","TEGUESTA","FL"
"8164","WAUSEAN","OH"
"8165","ROCKHAM ","SD"
"8166","DURANGO","TX"
"8167","WINCONSAN","MA"
"8168","KESHEDA","WI"
"8169","HORRISON","MI"
"8170","BIRCHRUNVILLE","PA"
"8171","SANDT","UT"
"8172","MESA ","AZ"
"8173","ALEXANDRIA ","VA"
"8174","BANNING ","CA"
"8175","THE VILLAGES ","FL"
"8176","SAINT PAUL ","MN"
"8177","EAST LONG","MA"
"8178","WERHERSVILLE","PA"
"8179","LOCUST GROVE","VA"
"8180","JONES BORO","GA"
"8181","CRYSTAL ","MN"
"8182","VORK","PA"
"8183","PINE BLUFF","NC"
"8184","LAKEVILLE","PA"
"8185","RISING CITY","NE"
"8186","SELDON","NY"
"8187","DE LAND","IL"
"8188","CRUVITZ","WI"
"8189","ZEBULAN","NC"
"8190","OXFORT","MI"
"8191","BERKELEY","NJ"
"8192","HYDE PARK","NJ"
"8193","FREEHMED","NJ"
"8194","SEWEL","NJ"
"8195","FLORNCE","SC"
"8196","WEILLINGTON","FL"
"8197","BUCHANAN","VI"
"8198","SAULT SAINTE MARIE","CA"
"8199","CUMMINO","GA"
"8200","DALLAS ","TX"
"8201","QUEEN VILLAGE","NY"
"8202","DORIEL","IL"
"8203","MATAMORGS","PA"
"8204","GRAMITY CITY","IL"
"8205","WALALTA","KS"
"8206","WALALTA","UT"
"8207","DAXTON","OK"
"8208","TAX LOSVILLE","KY"
"8209","MENPHIS","TN"
"8210","VEST DESMOINES","IA"
"8211","MISSON HILLS","CA"
"8212","LEITHFIELD","KY"
"8213","SEWEN","NJ"
"8214","SHELSURNE","UT"
"8215","CLEMONT","FL"
"8216","AMHEROT","NY"
"8217","FESSREN","DE"
"8218","SHORT HILLS ","NJ"
"8219","WILDOMAR ","CA"
"8220","MEDFORD ","NJ"
"8221","ERIC","PA"
"8222","WINDERMER","FL"
"8223","BROOKLYN ","NY"
"8224","OZARK","MT"
"8225","NEW YORK ","NY"
"8226","WASHINGTON ","DC"
"8227","NARVON","PA"
"8228","MANTUA","NJ"
"8229","VENTRA","CA"
"8230","ELK RAPID","MI"
"8231","CONVINA","CA"
"8232","WESLEY CHAPLE","FL"
"8233","BEACHWOOD ","NJ"
"8234","RICKY HILL","CT"
"8235","NEWTOWN","GA"
"8236","APPALACHIA","VA"
"8237","SAKLAND","CA"
"8238","HEMPSREAD","NY"
"8239","BRAELLY","SC"
"8240","LYNDHURST ","NJ"
"8241","MILFORD ","CT"
"8242","TALLAHASSES","FL"
"8243","ITHICA","NY"
"8244","OLD TAPPEN","NJ"
"8245","MALBORO","MD"
"8246","DANBURY ","CT"
"8247","MILTON","RI"
"8248","HASBROOCK","NJ"
"8249","NEW HAVEN ","CT"
"8250","CODIEVILLE","TN"
"8251","MOUNT LAUREL","FL"
"8252","WEST BLOOMINFIELD","MI"
"8253","ORVILLE","OH"
"8254","HOPEMILLS","NC"
"8255","MILLBURG","MI"
"8256","ANDREN","NC"
"8257","MERITEN","CT"
"8258","ASBURN","VA"
"8259","AGUSTA","GA"
"8260","NORTHHAVEN ","CT"
"8261","PINE BEACH ","NJ"
"8262","DEERPARK","NJ"
"8263","COPLAGUE","NY"
"8264","LAFALLETTE","TN"
"8265","URONTOWN","OH"
"8266","WESTHILLS","CA"
"8267","WETUMKA","AL"
"8268","FORT MYERS BECH","FL"
"8269","BALDWIN ","NY"
"8270","TRUENRE","FL"
"8271","STOCKTON","AL"
"8272","RICHARD HILL","NY"
"8273","SAINT PETERSBERG","FL"
"8274","TALBOTT","TN"
"8275","HOWEY IN THE HILLS","FL"
"8276","CAUCE","SC"
"8277","LADY LAKES","DC"
"8278","WARDEN","AR"
"8279","POTSDAM","DE"
"8280","NEW JERSEY CITY","NJ"
"8281","PASO ROBALES","CA"
"8282","TOWNSVILLE","SC"
"8283","MC CONTSVILLE","IN"
"8284","DULTON","VA"
"8285","BEAVER DAM","FL"
"8286","PLACEUTIA","CA"
"8287","HUNTING BEACH","CA"
"8288","WIMALIMA","FL"
"8289","SOUTH WINDSUR","CT"
"8290","BELLE MEAD ","NJ"
"8291","TAZEWELL","TN"
"8292","ASHJABULA","OH"
"8293","DUMFRIES","VT"
"8294","WILLESTON","NY"
"8295","RIVER JUNCTION","MI"
"8296","STRATFORD ","CT"
"8297","BEACON ","NY"
"8298","NEPTUNE","NY"
"8299","PLAINVEIW","NY"
"8300","PLAINVIEW ","NY"
"8301","WAUCOMA","IA"
"8302","WALTHAM","ME"
"8303","THORTON","CA"
"8304","DALE CITY","VT"
"8305","SAN DIMAS ","CA"
"8306","MCKENNA","WA"
"8307","LOVEY","WY"
"8308","HEMINGWAY","SC"
"8309","OAKDALEQ","CA"
"8310","MOUNT VERNON","FL"
"8311","HAMILTON ","NJ"
"8312","FORT MEYERS ","FL"
"8313","SAGINOW","TX"
"8314","WANTASH ","NY"
"8315","LADENBURG","PA"
"8316","WHALEYVILLE","MD"
"8317","PT CHARLOTTE","FL"
"8318","EL PASO ","TX"
"8319","ROLING MEADOWS","IL"
"8320","GLENDALE ","CA"
"8321","PAOLI","OK"
"8322","LOWES GWYNEDD","PA"
"8323","BATON ROUGH","LA"
"8324","SHARON ","MA"
"8325","UNION ","NE"
"8326","SKANDIA","MI"
"8327","ALEX","VA"
"8328","FLEMMING ISLAND","FL"
"8329","PRINCETON ","NJ"
"8330","GREAT NECK ","NY"
"8331","BOSTON ","MA"
"8332","GARMEL","IN"
"8333","BLUFFTON","NC"
"8334","PLEASENT HILL","CA"
"8335","MULBERRY ","FL"
"8336","WEST DERMOINES","IA"
"8337","HOUSTON ","TX"
"8338","TEMPE","CA"
"8339","WEIRSDALE","FL"
"8340","SENGERVILLE","ME"
"8341","EPPINS","NH"
"8342","EL GROVE","CA"
"8343","NEW HORN","PA"
"8344","INVENNESS","FL"
"8345","POERIA","IL"
"8346","COLS ","GA"
"8347","CAMERON","NY"
"8348","NEW IBERIA","CA"
"8349","MOUNT VERMON","WA"
"8350","SPARTA ","NJ"
"8351","QUEENS ","NY"
"8352","FOREST HILLS QUEENS","NY"
"8353","SODUS ","NY"
"8354","NORRIS ","TN"
"8355","DUNEDON","FL"
"8356","SOUTH ELMONTE","CA"
"8357","LEES SUMMIT","MD"
"8358","STOCH BRIDGE","GA"
"8359","WILLINOBORN","NJ"
"8360","PITTBURGH","PA"
"8361","CAPE CANAVERAL ","FL"
"8362","LUTHERSBURG","PA"
"8363","BELLVIEW","WA"
"8364","RISING FAWN","GA"
"8365","MONTAGU","MA"
"8366","WATERTOWN ","TN"
"8367","STATON ISLAND","NY"
"8368","WEST WIFFLING","PA"
"8369","WEST EASTON","PA"
"8370","UNION CITY ","NJ"
"8371","MORRISTOWN ","NJ"
"8372","TITUSVILLE","NJ"
"8373","SAGUS","NE"
"8374","PEAR LAND","TX"
"8375","ROCKVALE","TN"
"8376","PORT CHARLOTTTE","FL"
"8377","CHAPPELLS","SC"
"8378","RUSHLAND","PA"
"8379","CARPENTERSVILLE","FL"
"8380","SOUTH JORDON","UT"
"8381","WILLIAMANTIC","CT"
"8382","OAMAHA","NE"
"8383","MUNDS PARK ","AZ"
"8384","MIDDLEBERG","FL"
"8385","TRYON","NC"
"8386","BOZEMAN ","MT"
"8387","FLORAL PARK ","NY"
"8388","DELRAY BEACH ","FL"
"8389","KENSSELAER","NY"
"8390","APOAKA","FL"
"8391","EGG HABOR TOWNSHIP","NJ"
"8392","LANSDALE","NY"
"8393","STILLEB","MO"
"8394","ROSADALE","NY"
"8395","GREENBORO","GA"
"8396","SANTA ROSA ","CA"
"8397","QUACKER LIS","CT"
"8398","ISLAND POND","VI"
"8399","DAYTON","MD"
"8400","NEW HALEN","CT"
"8401","SACRAMENTO","PA"
"8402","MADERA RANCH","CA"
"8403","COLATI","CA"
"8404","DORAVILLE","TX"
"8405","MINNETUNKA","MN"
"8406","GREENBUSH","NJ"
"8407","LIVEMORE","CA"
"8408","JACKSON GAP","AL"
"8409","PAWLTUCKET","RI"
"8410","APOPKA ","FL"
"8411","SOUTH GIBSON ","PA"
"8412","HEMPSTEAD","FL"
"8413","NEW BEM","NC"
"8414","SIMPSOMVILLE","SC"
"8415","FREEMONT","NE"
"8416","TORINGTON","CT"
"8417","OMAHA","GA"
"8418","CLANNAHON","IL"
"8419","ARON PARK","FL"
"8420","HARDY","VA"
"8421","RADFORA","VA"
"8422","WOOPSIDE","NY"
"8423","EXLIME","IA"
"8424","MASSAPEGUA","NY"
"8425","CHANTILLY","UT"
"8426","GRENTSPASS","OR"
"8427","SAN ANTONIO","TN"
"8428","GREENVILE","SC"
"8429","ROUNDO","SC"
"8430","NORTH POLE","AR"
"8431","VENTURA ","CA"
"8432","MCLEEN","VA"
"8433","INDICA","IA"
"8434","MANCHUA","NJ"
"8435","NORTH ATHEBORO","MA"
"8436","MILLERSBURG","GA"
"8437","ATTIEBORO","MA"
"8438","I THACA","MI"
"8439","PARK CENTRAL","NY"
"8440","WINBORNE","PA"
"8441","OAKDALE","TN"
"8442","LOUISVILLS","KY"
"8443","HOMESTEAD","IL"
"8444","SPRIGFIELD","VA"
"8445","JACKSONVILLE ","FL"
"8446","PEQUANNOCK ","NJ"
"8447","BOTHOL","WA"
"8448","WILSONS MILLS","NC"
"8449","STITLELENG","SC"
"8450","COORSVILLE","MD"
"8451","MUVAKIW SABOT","VA"
"8452","TRANSIT","CA"
"8453","PALATAKA","FL"
"8454","GRENNCASTLE","PA"
"8455","BALLWIN","MD"
"8456","GROSSE TETE","LA"
"8457","MURRERY","NY"
"8458","ELMHURST ","NY"
"8459","INDIANAPOLIS","FL"
"8460","NORTH TONAWANDE","NY"
"8461","SAINTE GENEVIEVE","MO"
"8462","ABLIENE","TX"
"8463","SPRING VILLE","TN"
"8464","SHACOPEE","MN"
"8465","GREENSBORE","NC"
"8466","ZELL WOOD","FL"
"8467","COSWELL","MI"
"8468","WILMINGTON","FL"
"8469","BRIGHTAN","MA"
"8470","MAKOPAC","NY"
"8471","DAUPORT","FL"
"8472","HUBERTOS","WI"
"8473","ERMHERST","NY"
"8474","HOBERT","IN"
"8475","CANEY","KS"
"8476","HUNTERTAIMI","IN"
"8477","MESOPOTANIA","OH"
"8478","LAKE FOREST ","CA"
"8479","ATWATER","OH"
"8480","SAUONA","NY"
"8481","HILLIBORO","OR"
"8482","BELLINGHAM","CA"
"8483","LABARGE","WY"
"8484","WILLIAMSTOW","NJ"
"8485","ALBERSTON","NY"
"8486","UPSILANTI","MI"
"8487","FOREST HILL","NY"
"8488","BEACH WOOD","OH"
"8489","SUMMER TOWN","TN"
"8490","SUMMERTOWN","TN"
"8491","WHITE PLAINS","KY"
"8492","WHITE PLAIN","KY"
"8493","KEY BISCAYNW","FL"
"8494","LITTATAN","CO"
"8495","MARRIETTA","OH"
"8496","PARKTON","NC"
"8497","KENNEBUNK","NE"
"8498","SANDFORD","FL"
"8499","JESSUP","GA"
"8500","JAKSONVILLE","FL"
"8501","DRAPER","VA"
"8502","RINCON","CA"
"8503","IRMO","CA"
"8504","BALTO","MD"
"8505","WIDENER","AR"
"8506","DEL MAR ","CA"
"8507","MILL CREK","WA"
"8508","NORTH HIGHLAND","CA"
"8509","HANOREN","MA"
"8510","PLEDSANT HILL","TN"
"8511","FORT MYER","FL"
"8512","MIDLAND","GA"
"8513","OAK RIOCE","NC"
"8514","PINE HURST","NC"
"8515","SHELOCTA","PA"
"8516","QUILFORD","CT"
"8517","CRAMSTON","RI"
"8518","CEDAR HURST","NY"
"8519","FORT MOHAVE","FL"
"8520","LAWRENCE","RI"
"8521","ANNEHEIM","CA"
"8522","CORAM ","NY"
"8523","MADISON ","AL"
"8524","ADA ","MI"
"8525","BARRIGTON","IL"
"8526","MAOLE SHADE","NJ"
"8527","KONKAKOMO","NY"
"8528","HICKERYHILLS","IL"
"8529","RANCHO CUCUMUNGA","CA"
"8530","LARWILL","IN"
"8531","ORCHAD PARK","NY"
"8532","DALRAY","FL"
"8533","GAITHERSBURY","MD"
"8534","STANLILAN","OH"
"8535","TEWKSNURG","MA"
"8536","ESTERO ","FL"
"8537","HOLLYWWOOD","FL"
"8538","LETTIGH ACRES","FL"
"8539","ORANGE ","CA"
"8540","NORWALK","IN"
"8541","SANDY ","UT"
"8542","BRIDGEFORT","CT"
"8543","NIXA","MS"
"8544","PRAINVILE","LA"
"8545","HERNDOR","VA"
"8546","CASTRU VALLEY","CA"
"8547","PINEBROOK","NJ"
"8548","BAHAMA","NC"
"8549","CROPTON","MD"
"8550","BRADENTON ","FL"
"8551","CIVINGTON","GA"
"8552","LEWISPORT","KY"
"8553","HOBESOUND","FL"
"8554","BEMD","OR"
"8555","BX ","NY"
"8556","MILWAUKEE","WA"
"8557","WEEKI WACHI","FL"
"8558","HILLSBOUOUGH","NJ"
"8559","PALM COAST ","FL"
"8560","ELMHORDT","IL"
"8561","NEWFAIRFIELD","CT"
"8562","OARVILLE","MT"
"8563","FAIRVEIW PARK","OH"
"8564","COTTONDALE","FL"
"8565","ROOKLYN","NY"
"8566","ELBERFELD","IN"
"8567","ISLA MORADA","FL"
"8568","PRAIRIE CITY","IA"
"8569","COCOPLUM","FL"
"8570","MARTINS VILLE","IN"
"8571","WHUKESHIA","WI"
"8572","HOFFMAN ESTSTES","FL"
"8573","PALMA","OH"
"8574","OWINP WIILS","MD"
"8575","WASHINGTON","MN"
"8576","HAVERTON","PA"
"8577","CLARKS MILLS","PA"
"8578","LONG BEACH ","CA"
"8579","EGGHARBOR","NY"
"8580","WALNUD","CA"
"8581","RICHMOND","IL"
"8582","FAKINING DALE","NY"
"8583","FORT WORTH","FL"
"8584","NORISTOWN","PA"
"8585","BLAIME","MN"
"8586","ASTORIA ","NY"
"8587","HUNTINGTON ","NY"
"8588","DOWNINGTON ","PA"
"8589","COLLEIERVILLE","TN"
"8590","FLINT","MN"
"8591","CAPE GIRARDEW","MD"
"8592","ASSARIA","KS"
"8593","EAGAN","ME"
"8594","TORRANGE","CA"
"8595","FONT","MN"
"8596","HAWARD LAKE","MN"
"8597","COLUMBIS","IN"
"8598","PROMISED LAND","PA"
"8599","FOREST LAKE ","MT"
"8600","BAY CITY","MN"
"8601","KANTONA","TX"
