"","LOCATION_ID","LOCATION_NAME","LOCATION_STATE_CODE","PATHWAY","COUNT"
"516",7833,"CORPUS CHRISTI, TX (5312)","TX","RG_maritime",554835
"517",7834,"DALLAS/FT WORTH TX (5501)","TX","Airport - Aircraft - Cargo - CBP",1437
"518",7834,"DALLAS/FT WORTH TX (5501)","TX","Airport - Aircraft - Person - CBP",11351947
"519",7892,"FREEPORT, TX (5311)","TX","Cruise_ship",0
"520",7892,"FREEPORT, TX (5311)","TX","Maritime Port - Vessel - Cargo - CBP",6531
"521",7892,"FREEPORT, TX (5311)","TX","RG_maritime",239172
"522",7894,"Miami Air - Terminal J","FL","Airport - Aircraft - Person - CBP",7274437
"523",7895,"Donna","TX","Land Border - Truck - Conveyance - CBP SB",1759087
"524",7895,"Donna","TX","Pedestrian SB",4237
"525",7901,"MIDWAY INTL AIRPORT (3910)","IL","Airport - Aircraft - Person - CBP",805029
"526",7902,"CALAIS, ME (0115)","ME","Cruise_ship",5039
"527",7902,"CALAIS, ME (0115)","ME","Land Border - Truck - Cargo - CBP NB",125162
"528",7902,"CALAIS, ME (0115)","ME","Land Border - Truck - Conveyance - CBP NB",1139606
"529",7902,"CALAIS, ME (0115)","ME","Pedestrian NB",17907
"530",7902,"CALAIS, ME (0115)","ME","Rail_cargo",727
"531",7902,"CALAIS, ME (0115)","ME","Rail_passengers",1
"532",7903,"WEST PALM BEACH, FL (5204)","FL","Airport - Aircraft - Person - CBP",94
"533",7903,"WEST PALM BEACH, FL (5204)","FL","Cruise_ship",114076
"534",7903,"WEST PALM BEACH, FL (5204)","FL","Maritime Port - Vessel - Cargo - CBP",236
"535",7906,"Newark - Terminal B","NJ","Airport - Aircraft - Person - CBP",10455252
"536",7906,"Newark - Terminal B","NJ","Cruise_ship",1137012
"537",7907,"Newark - Terminal C","NJ","Airport - Aircraft - Person - CBP",3166077
"538",7907,"Newark - Terminal C","NJ","Cruise_ship",1915060
"539",7908,"Orlando - Terminal 4","FL","Airport - Aircraft - Person - CBP",3343471
"540",7909,"SASABE, AZ (2606)","AZ","Land Border - Truck - Cargo - CBP SB",272
"541",7910,"Terminal 5","NY","Airport - Aircraft - Person - CBP",5103981
"542",7911,"Terminal 7","NY","Airport - Aircraft - Person - CBP",1955796
"543",7912,"Terminal 8","NY","Airport - Aircraft - Person - CBP",7278131
"544",7913,"JFK - Terminal 4","NY","Airport - Aircraft - Person - CBP",12119095
"545",7914,"JFK - Terminal 1","NY","Airport - Aircraft - Person - CBP",6431721
"546",7915,"Miami Air - Terminal D","FL","Airport - Aircraft - Person - CBP",14669872
"547",7916,"Miami Air - Terminal E","FL","Airport - Aircraft - Person - CBP",911866
"548",7917,"Minneapolis - CBP Terminal 1","MN","Airport - Aircraft - Person - CBP",2050867
"549",7918,"Minneapolis - CBP Terminal 2","MN","Airport - Aircraft - Person - CBP",438868
"550",7919,"JACKMAN, ME (0104)","ME","Land Border - Truck - Cargo - CBP NB",34
"551",7919,"JACKMAN, ME (0104)","ME","Land Border - Truck - Conveyance - CBP NB",214780
"552",7919,"JACKMAN, ME (0104)","ME","Pedestrian NB",3105
"553",7919,"JACKMAN, ME (0104)","ME","Rail_cargo",291
"554",7920,"Blaine - Pacific Highway","WA","Airport - Aircraft - Person - CBP",12938
"555",7920,"Blaine - Pacific Highway","WA","Cruise_ship",49007
"556",7920,"Blaine - Pacific Highway","WA","Land Border - Truck - Cargo - CBP NB",758029
"557",7920,"Blaine - Pacific Highway","WA","Land Border - Truck - Conveyance - CBP NB",4087371
"558",7920,"Blaine - Pacific Highway","WA","Maritime Port - Vessel - Cargo - CBP",0
"559",7920,"Blaine - Pacific Highway","WA","Maritime Port - Vessel - Mail - CBP",0
"560",7920,"Blaine - Pacific Highway","WA","Pedestrian NB",295560
"561",7920,"Blaine - Pacific Highway","WA","RG_maritime",12343.6
"562",7920,"Blaine - Pacific Highway","WA","Rail_cargo",4480
"563",7921,"Blaine - Peace Arch","WA","Land Border - Truck - Conveyance - CBP NB",3280736
"564",7921,"Blaine - Peace Arch","WA","Pedestrian NB",1734
"565",7921,"Blaine - Peace Arch","WA","Rail_passengers",124
"566",7927,"NOGALES, AZ (2604)","AZ","Land Border - Truck - Cargo - CBP SB",873543
"567",7927,"NOGALES, AZ (2604)","AZ","Rail_cargo",501
"568",7933,"HARTFORD, CT (0411)","CT","Airport - Aircraft - Cargo - CBP",2
"569",7933,"HARTFORD, CT (0411)","CT","Airport - Aircraft - Person - CBP",53416
"570",7933,"HARTFORD, CT (0411)","CT","Cruise_ship",6352
"571",7933,"HARTFORD, CT (0411)","CT","Maritime Port - Vessel - Cargo - CBP",200
"572",7933,"HARTFORD, CT (0411)","CT","RG_maritime",2496
"573",7962,"TOLEDO, OH (4105)","OH","Airport - Aircraft - Person - CBP",5805
"574",7962,"TOLEDO, OH (4105)","OH","Cruise_ship",14023
"575",7963,"GRAND PORTAGE, MN (3613)","MN","Land Border - Truck - Cargo - CBP NB",22377
"576",7963,"GRAND PORTAGE, MN (3613)","MN","Land Border - Truck - Conveyance - CBP NB",338932
"577",7963,"GRAND PORTAGE, MN (3613)","MN","Pedestrian NB",4323
"578",7964,"ROCHESTER, NY (0903)","NY","Airport - Aircraft - Cargo - CBP",2
"579",7964,"ROCHESTER, NY (0903)","NY","Airport - Aircraft - Person - CBP",2386
"580",7964,"ROCHESTER, NY (0903)","NY","Cruise_ship",131
"581",7964,"ROCHESTER, NY (0903)","NY","Express_courier",10119
"582",7966,"PORT ANGELES, WA (3007)","WA","Cruise_ship",161549
"583",7966,"PORT ANGELES, WA (3007)","WA","Land Border - Truck - Cargo - CBP NB",333
"584",7966,"PORT ANGELES, WA (3007)","WA","Land Border - Truck - Conveyance - CBP NB",130891
"585",7966,"PORT ANGELES, WA (3007)","WA","Maritime Port - Vessel - Cargo - CBP",12
"586",7967,"VAN BUREN, ME (0108)","ME","Airport - Aircraft - Person - CBP",199
"587",7967,"VAN BUREN, ME (0108)","ME","Land Border - Truck - Cargo - CBP NB",43516
"588",7967,"VAN BUREN, ME (0108)","ME","Land Border - Truck - Conveyance - CBP NB",194317
"589",7968,"LEESBURG REGIONAL AIRPT (1887)","FL","Airport - Aircraft - Person - CBP",1145
"590",7972,"Shannon Preclearance (7542) ","DC","Airport - Aircraft - Person - Pre-Clearance",331031
"591",8112,"OTAY-CROSS BORDER UFA SAN DIEGO, CA (2582) ","CA","Pedestrian SB",6070462
"592",11003,"Tacoma","WA","Airport - Aircraft - Person - CBP",0
"593",11003,"Tacoma","WA","Cruise_ship",0
"594",11003,"Tacoma","WA","Maritime Port - Vessel - Cargo - CBP",93
"595",11007,"New York/Newark Area Air Cargo","NJ","Airport - Aircraft - Cargo - CBP",4737
"596",11007,"New York/Newark Area Air Cargo","NJ","Airport - Aircraft - Person - CBP",13621253
"597",11007,"New York/Newark Area Air Cargo","NJ","Express_courier",141670
"598",11008,"New York/Newark Area Sea","NJ","Cruise_ship",1314808
"599",11008,"New York/Newark Area Sea","NJ","Maritime Port - Vessel - Cargo - CBP",72550
"600",11008,"New York/Newark Area Sea","NJ","Maritime Port - Vessel - Mail - CBP",62186
"601",11008,"New York/Newark Area Sea","NJ","RG_maritime",3279738
"602",11013,"Dublin IE Preclearance (7541) ","DC","Airport - Aircraft - Person - Pre-Clearance",2916859
"603",11014,"Abu Dhabi Preclearance (7543) ","DC","Airport - Aircraft - Person - Pre-Clearance",622069
"604",11015,"Edmonton Preclearance (7924) ","DC","Airport - Aircraft - Person - Pre-Clearance",885598
"605",11016,"Winnipeg Preclearance (7928) ","DC","Airport - Aircraft - Person - Pre-Clearance",404139
"606",11017,"Ottawa Preclearance (7929) ","DC","Airport - Aircraft - Person - Pre-Clearance",600240
"607",11022,"Hidalgo","TX","Airport - Aircraft - Person - CBP",14539
"608",11022,"Hidalgo","TX","Land Border - Truck - Conveyance - CBP SB",2776235
"609",11022,"Hidalgo","TX","Pedestrian SB",2702378
"610",11027,"Tornillo-Ft Hancock","TX","Land Border - Truck - Conveyance - CBP SB",210497
"611",11027,"Tornillo-Ft Hancock","TX","Pedestrian SB",4084
"612",11030,"Newburg, NY","NY","Airport - Aircraft - Person - CBP",107902
"613",11031,"Morristown, NJ","NJ","Airport - Aircraft - Person - CBP",1656
"614",11032,"Westchester, NY","NY","Airport - Aircraft - Person - CBP",42884
"615",11033,"Teterboro, NJ","NJ","Airport - Aircraft - Person - CBP",103506
"616",11084,"Joint Base Andrews",NA,"Airport - Aircraft - Person - CBP",25067
"617",11087,"Joint Base McGuire-Dix-Lakehurst",NA,"Airport - Aircraft - Cargo - CBP",0
"618",11087,"Joint Base McGuire-Dix-Lakehurst",NA,"Airport - Aircraft - Person - CBP",6017
"619",11149,"Travis AFB",NA,"Airport - Aircraft - Person - CBP",3765
"620",11156,"US Coast Guard Air Station Sacramento (McClellan)",NA,"Airport - Aircraft - Person - CBP",40
"621",79903,"FEDERAL EXPRESS COURIER AK (3195)","AK","Airport - Aircraft - Person - CBP",33767
"622",79903,"FEDERAL EXPRESS COURIER AK (3195)","AK","Express_courier",5221489
"623",79904,"UPS COURIER HUB, AK (3196)","AK","Airport - Aircraft - Person - CBP",990
"624",79913,"FEDEX COURIER FACILITY OAKLAND (2895)","CA","Express_courier",1173824
"625",79931,"SAN FRANCISCO, CA (2809)","CA","Cruise_ship",838406
"626",79931,"SAN FRANCISCO, CA (2809)","CA","Maritime Port - Vessel - Cargo - CBP",15139
"627",79931,"SAN FRANCISCO, CA (2809)","CA","RG_maritime",1169387
"628",79946,"HONOLULU, HI (3201)","HI","Cruise_ship",232737
"629",79946,"HONOLULU, HI (3201)","HI","Maritime Port - Vessel - Cargo - CBP",735
"630",79946,"HONOLULU, HI (3201)","HI","Maritime Port - Vessel - Mail - CBP",2600
"631",79946,"HONOLULU, HI (3201)","HI","RG_maritime",673444
"632",79948,"PORTHILL, ID (3308)","ID","Land Border - Truck - Cargo - CBP NB",9731
"633",79948,"PORTHILL, ID (3308)","ID","Land Border - Truck - Conveyance - CBP NB",245031
"634",79948,"PORTHILL, ID (3308)","ID","Pedestrian NB",148
"635",79956,"FEDERAL EXPRESS HUB IN (4198)","IN","Airport - Aircraft - Person - CBP",4763
"636",79956,"FEDERAL EXPRESS HUB IN (4198)","IN","Express_courier",9137607
"637",79959,"UPS COURIER LOUISVILLE (4196)","KY","Airport - Aircraft - Person - CBP",22493
"638",79967,"BOSTON, MA (0401)","MA","Airport - Aircraft - Cargo - CBP",14741
"639",79967,"BOSTON, MA (0401)","MA","Cruise_ship",183212
"640",79967,"BOSTON, MA (0401)","MA","Maritime Port - Vessel - Cargo - CBP",137
"641",79967,"BOSTON, MA (0401)","MA","RG_maritime",555682.54
"642",79977,"BALTIMORE, MD (1303)","MD","Cruise_ship",544897
"643",79977,"BALTIMORE, MD (1303)","MD","Maritime Port - Vessel - Cargo - CBP",7951
"644",79985,"FORT FAIRFIELD, ME (0107)","ME","Airport - Aircraft - Person - CBP",20
"645",79985,"FORT FAIRFIELD, ME (0107)","ME","Land Border - Truck - Cargo - CBP NB",104
"646",79985,"FORT FAIRFIELD, ME (0107)","ME","Land Border - Truck - Conveyance - CBP NB",600
"647",79985,"FORT FAIRFIELD, ME (0107)","ME","Pedestrian NB",3
"648",80010,"BAUDETTE, MN (3424)","MN","Land Border - Truck - Cargo - CBP NB",8087
"649",80010,"BAUDETTE, MN (3424)","MN","Land Border - Truck - Conveyance - CBP NB",264401
"650",80010,"BAUDETTE, MN (3424)","MN","Pedestrian NB",2032
"651",80019,"VICKSBURG, MS (2015)","MS","Airport - Aircraft - Person - CBP",286
"652",80031,"WINSTON-SALEM, NC (1502)","NC","Airport - Aircraft - Person - CBP",1983
"653",80073,"MASSENA, NY (0704)","NY","Airport - Aircraft - Person - CBP",156
"654",80073,"MASSENA, NY (0704)","NY","Land Border - Truck - Cargo - CBP NB",46121
"655",80073,"MASSENA, NY (0704)","NY","Land Border - Truck - Conveyance - CBP NB",1601205
"656",80073,"MASSENA, NY (0704)","NY","Pedestrian NB",30987
"657",80074,"OGDENSBURG, NY (0701)","NY","Airport - Aircraft - Person - CBP",161
"658",80074,"OGDENSBURG, NY (0701)","NY","Land Border - Truck - Cargo - CBP NB",74828
"659",80074,"OGDENSBURG, NY (0701)","NY","Land Border - Truck - Conveyance - CBP NB",484804
"660",80074,"OGDENSBURG, NY (0701)","NY","Pedestrian NB",5041
"661",80077,"SYRACUSE, NY (0906)","NY","Airport - Aircraft - Cargo - CBP",0
"662",80077,"SYRACUSE, NY (0906)","NY","Airport - Aircraft - Person - CBP",2133
"663",80077,"SYRACUSE, NY (0906)","NY","Cruise_ship",1805
"664",80077,"SYRACUSE, NY (0906)","NY","Express_courier",70837
"665",80078,"TROUT RIVER, NY (0715)","NY","Land Border - Truck - Cargo - CBP NB",22939
"666",80078,"TROUT RIVER, NY (0715)","NY","Rail_cargo",4
"667",80095,"UPS HUB, PHILADELPHIA, PA (1195)","PA","Airport - Aircraft - Person - CBP",2926
"668",80095,"UPS HUB, PHILADELPHIA, PA (1195)","PA","Express_courier",126489
"669",80098,"ERIE, PA (4106)","PA","Airport - Aircraft - Person - CBP",4417
"670",80098,"ERIE, PA (4106)","PA","Cruise_ship",152
"671",80105,"ADDISON AIRPORT (5584)","TX","Airport - Aircraft - Person - CBP",1025
"672",80106,"AMARILLO, TX (5502)","TX","Airport - Aircraft - Person - CBP",144
"673",80108,"FORT WORTH ALLIANCE AP (5583)","TX","Airport - Aircraft - Person - CBP",322
"674",80109,"LUBBOCK, TX (5503)","TX","Airport - Aircraft - Person - CBP",14
"675",80110,"MIDLAND INTERNATIONAL AI (5582)","TX","Airport - Aircraft - Person - CBP",303
"676",80118,"RICHMOND-PETERSBURG, VA (1404)","VA","Airport - Aircraft - Cargo - CBP",2
"677",80118,"RICHMOND-PETERSBURG, VA (1404)","VA","Airport - Aircraft - Person - CBP",3230
"678",80118,"RICHMOND-PETERSBURG, VA (1404)","VA","Cruise_ship",678
"679",80118,"RICHMOND-PETERSBURG, VA (1404)","VA","Maritime Port - Vessel - Cargo - CBP",1
"680",80133,"BOUNDARY, WA (3015)","WA","Land Border - Truck - Cargo - CBP NB",147
"681",80133,"BOUNDARY, WA (3015)","WA","Land Border - Truck - Conveyance - CBP NB",7328
"682",80133,"BOUNDARY, WA (3015)","WA","Pedestrian NB",74
"683",80134,"DANVILLE, WA (3012)","WA","Land Border - Truck - Cargo - CBP NB",94
"684",80134,"DANVILLE, WA (3012)","WA","Land Border - Truck - Conveyance - CBP NB",9016
"685",80134,"DANVILLE, WA (3012)","WA","Pedestrian NB",0
"686",80136,"FERRY, WA (3013)","WA","Land Border - Truck - Cargo - CBP NB",12
"687",80136,"FERRY, WA (3013)","WA","Land Border - Truck - Conveyance - CBP NB",5554
"688",80136,"FERRY, WA (3013)","WA","Pedestrian NB",0
"689",80138,"FRONTIER, WA (3020)","WA","Land Border - Truck - Cargo - CBP NB",12539
"690",80138,"FRONTIER, WA (3020)","WA","Land Border - Truck - Conveyance - CBP NB",16097
"691",80138,"FRONTIER, WA (3020)","WA","Pedestrian NB",453
"692",80141,"LAURIER, WA (3016)","WA","Airport - Aircraft - Person - CBP",0
"693",80141,"LAURIER, WA (3016)","WA","Land Border - Truck - Cargo - CBP NB",5247
"694",80141,"LAURIER, WA (3016)","WA","Land Border - Truck - Conveyance - CBP NB",11960
"695",80141,"LAURIER, WA (3016)","WA","Pedestrian NB",302
"696",80143,"METALINE FALLS (3025)","WA","Land Border - Truck - Cargo - CBP NB",2596
"697",80143,"METALINE FALLS (3025)","WA","Land Border - Truck - Conveyance - CBP NB",9224
"698",80143,"METALINE FALLS (3025)","WA","Pedestrian NB",165
"699",80145,"NIGHTHAWK, WA (3011)","WA","Land Border - Truck - Conveyance - CBP NB",2680
"700",80156,"RACINE, WI (3708)","WI","Airport - Aircraft - Person - CBP",93
"701",80385,"CHATEAUGAY (0711)","NY","Land Border - Truck - Cargo - CBP NB",156
"702",80390,"COLLIN CNTY REGNL APT (5585)","TX","Airport - Aircraft - Person - CBP",163
"703",80405,"DALLAS LOVE FIELD (DAL) (5588)","TX","Airport - Aircraft - Person - CBP",3909
"704",80434,"YSLETA, TX (2401)","TX","Land Border - Truck - Cargo - CBP SB",5948
"705",80448,"FORT COVINGTON (0705)","NY","Land Border - Truck - Cargo - CBP NB",2
"706",80456,"FRESNO YOSEMITE AIRPORT (2882)","CA","Airport - Aircraft - Person - CBP",357214
"707",80489,"HOBBY AIRPORT, TX (5314)","TX","Airport - Aircraft - Person - CBP",1033929
"708",80546,"JOHN WAYNE AIRPORT (2787)","CA","Airport - Aircraft - Person - CBP",189097
"709",80640,"ORLANDO SANFORD AIRPORT (1809)","FL","Airport - Aircraft - Person - CBP",70738
"710",80650,"PHILADELPHIA, PA (1101)","PA","Airport - Aircraft - Cargo - CBP",1504
"711",80650,"PHILADELPHIA, PA (1101)","PA","Airport - Aircraft - Person - CBP",2441658
"712",80650,"PHILADELPHIA, PA (1101)","PA","Cruise_ship",71754
"713",80650,"PHILADELPHIA, PA (1101)","PA","Maritime Port - Vessel - Cargo - CBP",151859
"714",80650,"PHILADELPHIA, PA (1101)","PA","RG_maritime",346139.594
"715",80679,"SACRAMENTO INT AIRPORT (2835)","CA","Airport - Aircraft - Person - CBP",358883
"716",80679,"SACRAMENTO INT AIRPORT (2835)","CA","Cruise_ship",1369
"717",81075,"Orlando - Terminal C","FL","Airport - Aircraft - Person - CBP",2523281
"718",81114,"DHL ATLANTA HUB (1791)","GA","Express_courier",4234870
"719",81122,"TX Fort Worth Meacham International Airport (5589)","TX","Airport - Aircraft - Person - CBP",524
"720",81123,"APPLETON, WI (3781)","WI","Airport - Aircraft - Person - CBP",81
